Gene.ID	Intron_Counts	Intron_Length	Intron_Counts_Norm	Exon_Only_Counts	Exon_Length	Exon_Only_Counts_Norm	ENSUMG	txid	intron_num	Chromosome	Gene.Start	Gene.End	Gene_Length	Strand	FiveSS	ThreeSS	Intron_Size	Uninduced_spliced	Uninduced_unspliced	Induced_spliced	Induced_unspliced	Unind_splice_eff	Induc_splice_eff	Log2_FC.DMSO.splice.eff..Untreated.splice.eff.	LRS_Counts_Unind	LRS_Counts_Induced	Untreated_Int_Count	Untreated_NIC	NIC.0_Yes.1	Intron_within_750nt_TSS_Yes.1	
ENSMUST00000190591.7_intron_2_0_chr15_9084251_f	507	1476	343.495935	178	169	1053.254438	ENSMUSG00000022253	ENSMUST00000190591.7	2	chr15	9071259	9110891	39632	plus	9084249	9085725	1476	9	1	2	0	0.9	NA	NA	10	2	0	0	1	0	
ENSMUST00000190591.7_intron_3_0_chr15_9085807_f	2288	5370	426.0707635	126	164	768.2926829	ENSMUSG00000022253	ENSMUST00000190591.7	3	chr15	9071259	9110891	39632	plus	9085805	9091175	5370	12	4	4	1	0.75	0.8	0.093109404	16	5	0	0	1	0	
ENSMUST00000190591.7_intron_4_0_chr15_9091259_f	385	1457	264.2415923	110	219	502.283105	ENSMUSG00000022253	ENSMUST00000190591.7	4	chr15	9071259	9110891	39632	plus	9091257	9092714	1457	15	1	4	0	0.9375	NA	NA	16	4	0	0	1	0	
ENSMUST00000190591.7_intron_5_0_chr15_9092851_f	1190	3165	375.9873618	97	214	453.271028	ENSMUSG00000022253	ENSMUST00000190591.7	5	chr15	9071259	9110891	39632	plus	9092849	9096014	3165	15	0	4	0	1	NA	NA	15	4	1	0.0625	0	0	
ENSMUST00000190591.7_intron_8_0_chr15_9100203_f	1312	2782	471.6031632	89	151	589.4039735	ENSMUSG00000022253	ENSMUST00000190591.7	8	chr15	9071259	9110891	39632	plus	9100201	9102983	2782	14	2	5	2	0.875	0.714285714	-0.292781749	16	7	0	0	1	0	
ENSMUST00000190591.7_intron_9_0_chr15_9103039_f	130	289	449.8269896	70	108	648.1481481	ENSMUSG00000022253	ENSMUST00000190591.7	9	chr15	9071259	9110891	39632	plus	9103037	9103326	289	12	0	4	2	1	0.666666667	-0.584962501	12	6	0	0	1	0	
ENSMUST00000191088.6_intron_1_0_chr1_59690563_f	614	1776	345.7207207	59	128	460.9375	ENSMUSG00000026020	ENSMUST00000191088.6	1	chr1	59684970	59692666	7696	plus	59690561	59692337	1776	12	0	5	1	1	0.833333333	-0.263034406	12	6	1	0.076923077	0	0	
ENSMUST00000191230.6_intron_5_0_chr1_91387342_r	220	1015	216.7487685	88	235	374.4680851	ENSMUSG00000026309	ENSMUST00000191230.6	2	chr1	91398815	91381038	17777	minus	91388355	91387340	1015	2	9	0	0	0.181818182	NA	NA	11	0	1	0.333333333	0	0	
ENSMUST00000191689.5_intron_2_0_chr1_172165919_f	1011	6412	157.6731129	137	722	189.7506925	ENSMUSG00000026554	ENSMUST00000191689.5	2	chr1	172148117	172195507	47390	plus	172165917	172172329	6412	88	1	42	0	0.988764045	1	0.016301812	89	42	2	0.022222222	0	0	
ENSMUST00000191689.5_intron_3_0_chr1_172172982_f	168	963	174.4548287	207	792	261.3636364	ENSMUSG00000026554	ENSMUST00000191689.5	3	chr1	172148117	172195507	47390	plus	172172980	172173943	963	81	2	30	2	0.975903614	0.9375	-0.057919975	83	32	8	0.08988764	0	0	
ENSMUST00000191689.5_intron_4_0_chr1_172174084_f	238	1401	169.8786581	96	234	410.2564103	ENSMUSG00000026554	ENSMUST00000191689.5	4	chr1	172148117	172195507	47390	plus	172174082	172175483	1401	73	1	32	2	0.986486486	0.941176471	-0.067834034	74	34	3	0.039473684	0	0	
ENSMUST00000191689.5_intron_5_0_chr1_172175578_f	521	4331	120.2955438	34	204	166.6666667	ENSMUSG00000026554	ENSMUST00000191689.5	5	chr1	172148117	172195507	47390	plus	172175576	172179907	4331	52	0	22	1	1	0.956521739	-0.064130337	52	23	5	0.087719298	0	0	
ENSMUST00000191689.5_intron_6_0_chr1_172180018_f	1106	6280	176.1146497	33	182	181.3186813	ENSMUSG00000026554	ENSMUST00000191689.5	6	chr1	172148117	172195507	47390	plus	172180016	172186296	6280	53	1	28	1	0.981481481	0.965517241	-0.023659025	54	29	0	0	1	0	
ENSMUST00000191689.5_intron_7_0_chr1_172186369_f	61	488	125	28	129	217.0542636	ENSMUSG00000026554	ENSMUST00000191689.5	7	chr1	172148117	172195507	47390	plus	172186367	172186855	488	50	3	19	2	0.943396226	0.904761905	-0.060325644	53	21	1	0.019607843	0	0	
ENSMUST00000191689.5_intron_8_0_chr1_172186913_f	98	442	221.719457	42	164	256.097561	ENSMUSG00000026554	ENSMUST00000191689.5	8	chr1	172148117	172195507	47390	plus	172186911	172187353	442	6	21	12	3	0.222222222	0.8	1.847996908	27	15	15	0.714285714	0	0	
ENSMUST00000192609.5_intron_2_0_chr3_14888032_f	2663	6992	380.8638444	269	309	870.5501618	ENSMUSG00000027562	ENSMUST00000192609.5	2	chr3	14886272	14895134	8862	plus	14888030	14895022	6992	81	4	230	2	0.952941176	0.99137931	0.05704999	85	232	6	0.068965517	0	0	
ENSMUST00000193810.1_intron_0_0_chr1_160735759_r	168	3139	53.52022937	27	302	89.40397351	ENSMUSG00000026721	ENSMUST00000193810.1	1	chr1	160793211	160735647	57564	minus	160738896	160735757	3139	16	2	6	0	0.888888889	1	0.169925001	18	6	4	0.2	0	0	
ENSMUST00000194306.5_intron_3_0_chr1_175886810_f	95	770	123.3766234	40	242	165.2892562	ENSMUSG00000039748	ENSMUST00000194306.5	3	chr1	175880795	175892061	11266	plus	175886808	175887578	770	6	4	3	0	0.6	NA	NA	10	3	1	0.142857143	0	0	
ENSMUST00000195014.5_intron_2_0_chr3_88581073_f	670	2706	247.5979305	65	206	315.5339806	ENSMUSG00000041355	ENSMUST00000195014.5	2	chr3	88579607	88588419	8812	plus	88581071	88583777	2706	17	0	7	1	1	0.875	-0.192645078	17	8	1	0.055555556	0	0	
ENSMUST00000195014.5_intron_3_0_chr3_88583886_f	555	2981	186.1791345	41	185	221.6216216	ENSMUSG00000041355	ENSMUST00000195014.5	3	chr3	88579607	88588419	8812	plus	88583884	88586865	2981	16	0	6	0	1	1	0	16	6	0	0	1	0	
ENSMUST00000195014.5_intron_4_0_chr3_88586943_f	353	940	375.5319149	223	615	362.601626	ENSMUSG00000041355	ENSMUST00000195014.5	4	chr3	88579607	88588419	8812	plus	88586941	88587881	940	14	0	4	0	1	NA	NA	14	4	2	0.125	0	0	
ENSMUST00000195015.5_intron_1_0_chr1_167309384_f	679	4725	143.7037037	58	136	426.4705882	ENSMUSG00000052428	ENSMUST00000195015.5	1	chr1	167308377	167330785	22408	plus	167309382	167314107	4725	9	1	4	0	0.9	NA	NA	10	4	0	0	1	0	
ENSMUST00000196530.1_intron_1_0_chr3_90392369_r	28	161	173.9130435	36	228	157.8947368	ENSMUSG00000027933	ENSMUST00000196530.1	26	chr3	90433613	90392075	41538	minus	90392528	90392367	161	10	0	1	0	1	NA	NA	10	1	0	0	1	0	
ENSMUST00000196530.1_intron_10_0_chr3_90400424_r	23	173	132.9479769	31	163	190.1840491	ENSMUSG00000027933	ENSMUST00000196530.1	17	chr3	90433613	90392075	41538	minus	90400595	90400422	173	10	2	3	2	0.833333333	0.6	-0.473931188	12	5	0	0	1	0	
ENSMUST00000196530.1_intron_11_0_chr3_90400640_r	46	430	106.9767442	23	147	156.462585	ENSMUSG00000027933	ENSMUST00000196530.1	16	chr3	90433613	90392075	41538	minus	90401068	90400638	430	9	4	3	1	0.692307692	NA	NA	13	4	4	0.307692308	0	0	
ENSMUST00000196530.1_intron_12_0_chr3_90401172_r	37	235	157.4468085	28	157	178.343949	ENSMUSG00000027933	ENSMUST00000196530.1	15	chr3	90433613	90392075	41538	minus	90401405	90401170	235	15	2	4	0	0.882352941	NA	NA	17	4	1	0.0625	0	0	
ENSMUST00000196530.1_intron_13_0_chr3_90401460_r	55	385	142.8571429	70	183	382.5136612	ENSMUSG00000027933	ENSMUST00000196530.1	14	chr3	90433613	90392075	41538	minus	90401843	90401458	385	13	5	4	0	0.722222222	NA	NA	18	4	0	0	1	0	
ENSMUST00000196530.1_intron_14_0_chr3_90401973_r	72	337	213.6498516	77	248	310.483871	ENSMUSG00000027933	ENSMUST00000196530.1	13	chr3	90433613	90392075	41538	minus	90402308	90401971	337	11	5	5	0	0.6875	1	0.540568381	16	5	0	0	1	0	
ENSMUST00000196530.1_intron_15_0_chr3_90402428_r	98	653	150.0765697	41	225	182.2222222	ENSMUSG00000027933	ENSMUST00000196530.1	12	chr3	90433613	90392075	41538	minus	90403079	90402426	653	4	11	3	1	0.266666667	NA	NA	15	4	0	0	1	0	
ENSMUST00000196530.1_intron_16_0_chr3_90403186_r	48	322	149.068323	36	197	182.7411168	ENSMUSG00000027933	ENSMUST00000196530.1	11	chr3	90433613	90392075	41538	minus	90403506	90403184	322	4	6	3	2	0.4	0.6	0.584962501	10	5	1	0.2	0	0	
ENSMUST00000196530.1_intron_2_0_chr3_90392601_r	14	192	72.91666667	26	172	151.1627907	ENSMUSG00000027933	ENSMUST00000196530.1	25	chr3	90433613	90392075	41538	minus	90392791	90392599	192	7	6	1	0	0.538461538	NA	NA	13	1	0	0	1	0	
ENSMUST00000196530.1_intron_22_0_chr3_90410128_r	153	1075	142.3255814	65	273	238.0952381	ENSMUSG00000027933	ENSMUST00000196530.1	5	chr3	90433613	90392075	41538	minus	90411201	90410126	1075	7	5	2	0	0.583333333	NA	NA	12	2	0	0	1	0	
ENSMUST00000196530.1_intron_3_0_chr3_90392892_r	31	206	150.4854369	54	267	202.247191	ENSMUSG00000027933	ENSMUST00000196530.1	24	chr3	90433613	90392075	41538	minus	90393096	90392890	206	11	0	1	0	1	NA	NA	11	1	0	0	1	0	
ENSMUST00000196530.1_intron_4_0_chr3_90393264_r	64	484	132.231405	43	215	200	ENSMUSG00000027933	ENSMUST00000196530.1	23	chr3	90433613	90392075	41538	minus	90393746	90393262	484	10	0	0	0	1	NA	NA	10	0	2	0.166666667	0	0	
ENSMUST00000196530.1_intron_5_0_chr3_90393795_r	47	281	167.2597865	30	161	186.3354037	ENSMUSG00000027933	ENSMUST00000196530.1	22	chr3	90433613	90392075	41538	minus	90394074	90393793	281	5	12	0	2	0.294117647	NA	NA	17	2	2	0.285714286	0	0	
ENSMUST00000196530.1_intron_6_0_chr3_90394188_r	29	137	211.6788321	36	188	191.4893617	ENSMUSG00000027933	ENSMUST00000196530.1	21	chr3	90433613	90392075	41538	minus	90394323	90394186	137	13	0	5	0	1	1	0	13	5	0	0	1	0	
ENSMUST00000196530.1_intron_7_0_chr3_90394399_r	123	741	165.9919028	23	143	160.8391608	ENSMUSG00000027933	ENSMUST00000196530.1	20	chr3	90433613	90392075	41538	minus	90395138	90394397	741	9	6	4	2	0.6	0.666666667	0.152003093	15	6	0	0	1	0	
ENSMUST00000196530.1_intron_8_0_chr3_90395207_r	189	1173	161.1253197	28	221	126.6968326	ENSMUSG00000027933	ENSMUST00000196530.1	19	chr3	90433613	90392075	41538	minus	90396378	90395205	1173	9	1	4	0	0.9	NA	NA	10	4	1	0.1	0	0	
ENSMUST00000197064.4_intron_2_0_chr3_137919956_f	672	5158	130.2830554	26	92	282.6086957	ENSMUSG00000091512	ENSMUST00000197064.4	2	chr3	137918505	137928219	9714	plus	137919954	137925112	5158	21	2	22	1	0.913043478	0.956521739	0.067114196	23	23	0	0	1	0	
ENSMUST00000197064.4_intron_3_0_chr3_137925171_f	327	1640	199.3902439	42	191	219.895288	ENSMUSG00000091512	ENSMUST00000197064.4	3	chr3	137918505	137928219	9714	plus	137925169	137926809	1640	10	2	7	1	0.833333333	0.875	0.070389328	12	8	9	0.473684211	0	0	
ENSMUST00000197449.1_intron_2_0_chr3_95780591_r	803	3625	221.5172414	120	301	398.6710963	ENSMUSG00000028106	ENSMUST00000197449.1	5	chr3	95818778	95772254	46524	minus	95784214	95780589	3625	12	0	9	1	1	0.9	-0.152003093	12	10	0	0	1	0	
ENSMUST00000197449.1_intron_3_0_chr3_95784341_r	176	715	246.1538462	61	178	342.6966292	ENSMUSG00000028106	ENSMUST00000197449.1	4	chr3	95818778	95772254	46524	minus	95785054	95784339	715	12	0	11	4	1	0.733333333	-0.447458977	12	15	0	0	1	0	
ENSMUST00000197449.1_intron_6_0_chr3_95787385_r	239	2717	87.96466691	37	229	161.5720524	ENSMUSG00000028106	ENSMUST00000197449.1	1	chr3	95818778	95772254	46524	minus	95790100	95787383	2717	13	1	16	0	0.928571429	1	0.106915203	14	16	1	0.071428571	0	0	
ENSMUST00000197903.4_intron_0_0_chr3_90043811_r	357	1045	341.6267943	69	151	456.9536424	ENSMUSG00000042520	ENSMUST00000197903.4	1	chr3	90052628	90043735	8893	minus	90044854	90043809	1045	21	1	21	0	0.954545455	1	0.067114195	22	21	0	0	1	0	
ENSMUST00000197928.4_intron_20_0_chr9_110115162_r	18	331	54.38066465	18	216	83.33333333	ENSMUSG00000032480	ENSMUST00000197928.4	1	chr9	110117830	110084319	33511	minus	110115491	110115160	331	7	6	3	6	0.538461538	0.333333333	-0.691877703	13	9	8	0.533333333	0	0	
ENSMUST00000198386.4_intron_1_0_chr3_116603523_f	87	1676	51.90930788	11	139	79.13669065	ENSMUSG00000027959	ENSMUST00000198386.4	1	chr3	116594981	116621602	26621	plus	116603521	116605197	1676	10	1	3	0	0.909090909	NA	NA	11	3	0	0	1	0	
ENSMUST00000198386.4_intron_2_0_chr3_116605277_f	15	390	38.46153846	6	183	32.78688525	ENSMUSG00000027959	ENSMUST00000198386.4	2	chr3	116594981	116621602	26621	plus	116605275	116605665	390	12	0	2	0	1	NA	NA	12	2	1	0.076923077	0	0	
ENSMUST00000198513.4_intron_0_0_chr3_132674130_r	34	621	54.75040258	14	146	95.89041096	ENSMUSG00000028029	ENSMUST00000198513.4	1	chr3	132684122	132674095	10027	minus	132674749	132674128	621	23	1	7	0	0.958333333	1	0.061400545	24	7	1	0.041666667	0	0	
ENSMUST00000198597.4_intron_1_0_chr12_113153376_f	39	81	481.4814815	131	151	867.5496689	ENSMUSG00000006360	ENSMUST00000198597.4	1	chr12	113146315	113153879	7564	plus	113153374	113153455	81	15	4	1	2	0.789473684	NA	NA	19	3	0	0	1	0	
ENSMUST00000198597.4_intron_2_0_chr12_113153513_f	21	107	196.2616822	41	103	398.0582524	ENSMUSG00000006360	ENSMUST00000198597.4	2	chr12	113146315	113153879	7564	plus	113153511	113153618	107	15	2	1	2	0.882352941	NA	NA	17	3	0	0	1	0	
ENSMUST00000198597.4_intron_3_0_chr12_113153665_f	26	112	232.1428571	38	150	253.3333333	ENSMUSG00000006360	ENSMUST00000198597.4	3	chr12	113146315	113153879	7564	plus	113153663	113153775	112	13	2	0	2	0.866666667	NA	NA	15	2	0	0	1	0	
ENSMUST00000199243.4_intron_3_0_chr5_137296624_r	73	153	477.124183	150	349	429.7994269	ENSMUSG00000037364	ENSMUST00000199243.4	13	chr5	137307666	137295710	11956	minus	137296775	137296622	153	3	8	1	2	0.272727273	NA	NA	11	3	1	0.25	0	0	
ENSMUST00000199478.1_intron_0_0_chr3_36452283_r	102	1190	85.71428571	16	170	94.11764706	ENSMUSG00000027712	ENSMUST00000199478.1	5	chr3	36475659	36452204	23455	minus	36453471	36452281	1190	11	0	1	0	1	NA	NA	11	1	1	0.083333333	0	0	
ENSMUST00000199478.1_intron_1_0_chr3_36453565_r	232	3430	67.63848397	12	149	80.53691275	ENSMUSG00000027712	ENSMUST00000199478.1	4	chr3	36475659	36452204	23455	minus	36456993	36453563	3430	9	4	1	0	0.692307692	NA	NA	13	1	3	0.25	0	0	
ENSMUST00000199478.1_intron_3_0_chr3_36464063_r	41	1190	34.45378151	14	178	78.65168539	ENSMUSG00000027712	ENSMUST00000199478.1	2	chr3	36475659	36452204	23455	minus	36465251	36464061	1190	36	1	8	0	0.972972973	1	0.039528364	37	8	0	0	1	0	
ENSMUST00000200020.4_intron_1_0_chr3_138546428_f	191	1233	154.9067315	28	201	139.3034826	ENSMUSG00000028156	ENSMUST00000200020.4	1	chr3	138526424	138555399	28975	plus	138546426	138547659	1233	34	2	5	2	0.944444444	0.714285714	-0.402964666	36	7	0	0	1	0	
ENSMUST00000200020.4_intron_2_0_chr3_138547755_f	406	2510	161.752988	24	158	151.8987342	ENSMUSG00000028156	ENSMUST00000200020.4	2	chr3	138526424	138555399	28975	plus	138547753	138550263	2510	22	1	3	1	0.956521739	NA	NA	23	4	3	0.12	0	0	
ENSMUST00000200020.4_intron_3_0_chr3_138550327_f	184	568	323.943662	45	176	255.6818182	ENSMUSG00000028156	ENSMUST00000200020.4	3	chr3	138526424	138555399	28975	plus	138550325	138550893	568	21	3	3	3	0.875	0.5	-0.807354922	24	6	1	0.045454545	0	0	
ENSMUST00000200020.4_intron_4_0_chr3_138551007_f	732	2577	284.0512224	88	252	349.2063492	ENSMUSG00000028156	ENSMUST00000200020.4	4	chr3	138526424	138555399	28975	plus	138551005	138553582	2577	26	0	4	0	1	NA	NA	26	4	1	0.037037037	0	0	
ENSMUST00000200020.4_intron_5_0_chr3_138553722_f	207	1670	123.9520958	46	148	310.8108108	ENSMUSG00000028156	ENSMUST00000200020.4	5	chr3	138526424	138555399	28975	plus	138553720	138555390	1670	26	1	3	0	0.962962963	NA	NA	27	3	0	0	1	0	
ENSMUST00000200083.4_intron_12_0_chr1_139471793_f	192	1747	109.9026903	88	428	205.6074766	ENSMUSG00000033952	ENSMUST00000200083.4	12	chr1	139454771	139494088	39317	plus	139471791	139473538	1747	7	3	0	0	0.7	NA	NA	10	0	0	0	1	0	
ENSMUST00000200083.4_intron_13_0_chr1_139473746_f	20	94	212.7659574	81	349	232.0916905	ENSMUSG00000033952	ENSMUST00000200083.4	13	chr1	139454771	139494088	39317	plus	139473744	139473838	94	9	2	1	2	0.818181818	NA	NA	11	3	0	0	1	0	
ENSMUST00000200083.4_intron_14_0_chr1_139473981_f	18	266	67.66917293	29	270	107.4074074	ENSMUSG00000033952	ENSMUST00000200083.4	14	chr1	139454771	139494088	39317	plus	139473979	139474245	266	5	5	1	2	0.5	NA	NA	10	3	0	0	1	0	
ENSMUST00000200083.4_intron_2_0_chr1_139458445_f	412	2983	138.1159906	169	1511	111.8464593	ENSMUSG00000033952	ENSMUST00000200083.4	2	chr1	139454771	139494088	39317	plus	139458443	139461426	2983	12	1	1	1	0.923076923	NA	NA	13	2	0	0	1	0	
ENSMUST00000200083.4_intron_20_0_chr1_139488538_f	110	1110	99.0990991	55	340	161.7647059	ENSMUSG00000033952	ENSMUST00000200083.4	20	chr1	139454771	139494088	39317	plus	139488536	139489646	1110	6	4	1	0	0.6	NA	NA	10	1	1	0.142857143	0	0	
ENSMUST00000200083.4_intron_25_0_chr1_139492877_f	127	773	164.2949547	39	609	64.03940887	ENSMUSG00000033952	ENSMUST00000200083.4	25	chr1	139454771	139494088	39317	plus	139492875	139493648	773	3	7	0	0	0.3	NA	NA	10	0	0	0	1	0	
ENSMUST00000200083.4_intron_6_0_chr1_139464304_f	547	3616	151.2721239	36	208	173.0769231	ENSMUSG00000033952	ENSMUST00000200083.4	6	chr1	139454771	139494088	39317	plus	139464302	139467918	3616	8	3	1	0	0.727272727	NA	NA	11	1	0	0	1	0	
ENSMUST00000200392.4_intron_1_0_chr3_34039580_f	214	1485	144.1077441	47	145	324.137931	ENSMUSG00000027680	ENSMUST00000200392.4	1	chr3	34020107	34070322	50215	plus	34039578	34041063	1485	26	2	9	2	0.928571429	0.818181818	-0.182591414	28	11	0	0	1	0	
ENSMUST00000200392.4_intron_10_0_chr3_34056417_f	297	1609	184.5866998	71	143	496.5034965	ENSMUSG00000027680	ENSMUST00000200392.4	10	chr3	34020107	34070322	50215	plus	34056415	34058024	1609	12	2	8	0	0.857142857	1	0.222392422	14	8	0	0	1	0	
ENSMUST00000200392.4_intron_11_0_chr3_34058082_f	16	89	179.7752809	75	119	630.2521008	ENSMUSG00000027680	ENSMUST00000200392.4	11	chr3	34020107	34070322	50215	plus	34058080	34058169	89	6	10	7	3	0.375	0.7	0.900464326	16	10	4	0.4	0	0	
ENSMUST00000200392.4_intron_12_0_chr3_34058232_f	686	3598	190.6614786	58	265	218.8679245	ENSMUSG00000027680	ENSMUST00000200392.4	12	chr3	34020107	34070322	50215	plus	34058230	34061828	3598	9	1	7	0	0.9	1	0.152003093	10	7	0	0	1	0	
ENSMUST00000200392.4_intron_2_0_chr3_34041157_f	780	4877	159.9343859	50	164	304.8780488	ENSMUSG00000027680	ENSMUST00000200392.4	2	chr3	34020107	34070322	50215	plus	34041155	34046032	4877	25	3	9	0	0.892857143	1	0.163498732	28	9	2	0.074074074	0	0	
ENSMUST00000200392.4_intron_3_0_chr3_34046104_f	80	335	238.8059701	81	219	369.8630137	ENSMUSG00000027680	ENSMUST00000200392.4	3	chr3	34020107	34070322	50215	plus	34046102	34046437	335	21	8	6	4	0.724137931	0.6	-0.271302022	29	10	1	0.045454545	0	0	
ENSMUST00000200392.4_intron_4_0_chr3_34046586_f	77	382	201.5706806	79	241	327.8008299	ENSMUSG00000027680	ENSMUST00000200392.4	4	chr3	34020107	34070322	50215	plus	34046584	34046966	382	19	4	6	2	0.826086957	0.75	-0.139403058	23	8	1	0.05	0	0	
ENSMUST00000200392.4_intron_5_0_chr3_34047060_f	66	574	114.9825784	43	209	205.7416268	ENSMUSG00000027680	ENSMUST00000200392.4	5	chr3	34020107	34070322	50215	plus	34047058	34047632	574	20	3	5	4	0.869565217	0.555555556	-0.646363045	23	9	0	0	1	0	
ENSMUST00000200392.4_intron_6_0_chr3_34047749_f	306	1406	217.6386913	88	286	307.6923077	ENSMUSG00000027680	ENSMUST00000200392.4	6	chr3	34020107	34070322	50215	plus	34047747	34049153	1406	14	3	7	0	0.823529412	1	0.280107919	17	7	3	0.176470588	0	0	
ENSMUST00000200392.4_intron_7_0_chr3_34049324_f	133	753	176.626826	77	248	310.483871	ENSMUSG00000027680	ENSMUST00000200392.4	7	chr3	34020107	34070322	50215	plus	34049322	34050075	753	14	1	7	0	0.933333333	1	0.099535674	15	7	1	0.066666667	0	0	
ENSMUST00000200392.4_intron_8_0_chr3_34050154_f	967	4070	237.5921376	57	187	304.8128342	ENSMUSG00000027680	ENSMUST00000200392.4	8	chr3	34020107	34070322	50215	plus	34050152	34054222	4070	10	5	6	1	0.666666667	0.857142857	0.362570079	15	7	1	0.090909091	0	0	
ENSMUST00000200392.4_intron_9_0_chr3_34054332_f	433	2000	216.5	47	195	241.025641	ENSMUSG00000027680	ENSMUST00000200392.4	9	chr3	34020107	34070322	50215	plus	34054330	34056330	2000	12	0	8	0	1	1	0	12	8	0	0	1	0	
ENSMUST00000200556.4_intron_1_0_chr5_135783474_f	130	712	182.5842697	40	182	219.7802198	ENSMUSG00000019179	ENSMUST00000200556.4	1	chr5	135778684	135787651	8967	plus	135783472	135784184	712	18	2	6	0	0.9	1	0.152003093	20	6	1	0.052631579	0	0	
ENSMUST00000200556.4_intron_2_0_chr5_135784268_f	584	1663	351.1725797	86	192	447.9166667	ENSMUSG00000019179	ENSMUST00000200556.4	2	chr5	135778684	135787651	8967	plus	135784266	135785929	1663	14	1	6	2	0.933333333	0.75	-0.315501825	15	8	1	0.066666667	0	0	
ENSMUST00000200556.4_intron_3_0_chr5_135786039_f	54	196	275.5102041	110	234	470.0854701	ENSMUSG00000019179	ENSMUST00000200556.4	3	chr5	135778684	135787651	8967	plus	135786037	135786233	196	13	2	6	4	0.866666667	0.6	-0.530514717	15	10	0	0	1	0	
ENSMUST00000200556.4_intron_4_0_chr5_135786359_f	462	1184	390.2027027	132	235	561.7021277	ENSMUSG00000019179	ENSMUST00000200556.4	4	chr5	135778684	135787651	8967	plus	135786357	135787541	1184	12	4	5	2	0.75	0.714285714	-0.070389328	16	7	0	0	1	0	
ENSMUST00000201374.3_intron_10_0_chr6_35198987_f	163	869	187.5719217	54	355	152.1126761	ENSMUSG00000038759	ENSMUST00000201374.3	10	chr6	35177420	35247596	70176	plus	35198985	35199854	869	10	0	1	0	1	NA	NA	10	1	0	0	1	0	
ENSMUST00000201374.3_intron_11_0_chr6_35200060_f	213	1928	110.4771784	60	387	155.0387597	ENSMUSG00000038759	ENSMUST00000201374.3	11	chr6	35177420	35247596	70176	plus	35200058	35201986	1928	10	0	1	0	1	NA	NA	10	1	0	0	1	0	
ENSMUST00000201374.3_intron_12_0_chr6_35202169_f	235	1796	130.8463252	76	232	327.5862069	ENSMUSG00000038759	ENSMUST00000201374.3	12	chr6	35177420	35247596	70176	plus	35202167	35203963	1796	10	0	1	0	1	NA	NA	10	1	0	0	1	0	
ENSMUST00000201374.3_intron_13_0_chr6_35204014_f	140	1313	106.6260472	70	259	270.2702703	ENSMUSG00000038759	ENSMUST00000201374.3	13	chr6	35177420	35247596	70176	plus	35204012	35205325	1313	10	2	1	0	0.833333333	NA	NA	12	1	1	0.090909091	0	0	
ENSMUST00000201374.3_intron_14_0_chr6_35205535_f	335	2548	131.4756672	40	308	129.8701299	ENSMUSG00000038759	ENSMUST00000201374.3	14	chr6	35177420	35247596	70176	plus	35205533	35208081	2548	8	4	0	0	0.666666667	NA	NA	12	0	1	0.111111111	0	0	
ENSMUST00000201374.3_intron_15_0_chr6_35208181_f	66	616	107.1428571	28	236	118.6440678	ENSMUSG00000038759	ENSMUST00000201374.3	15	chr6	35177420	35247596	70176	plus	35208179	35208795	616	11	1	0	0	0.916666667	NA	NA	12	0	2	0.153846154	0	0	
ENSMUST00000201374.3_intron_19_0_chr6_35214400_f	12	248	48.38709677	28	245	114.2857143	ENSMUSG00000038759	ENSMUST00000201374.3	19	chr6	35177420	35247596	70176	plus	35214398	35214646	248	8	2	1	0	0.8	NA	NA	10	1	1	0.111111111	0	0	
ENSMUST00000201374.3_intron_20_0_chr6_35214811_f	31	265	116.9811321	42	288	145.8333333	ENSMUSG00000038759	ENSMUST00000201374.3	20	chr6	35177420	35247596	70176	plus	35214809	35215074	265	9	2	1	0	0.818181818	NA	NA	11	1	0	0	1	0	
ENSMUST00000201374.3_intron_25_0_chr6_35224680_f	35	506	69.16996047	49	237	206.7510549	ENSMUSG00000038759	ENSMUST00000201374.3	25	chr6	35177420	35247596	70176	plus	35224678	35225184	506	10	0	2	0	1	NA	NA	10	2	0	0	1	0	
ENSMUST00000201374.3_intron_26_0_chr6_35225265_f	47	527	89.18406072	67	271	247.2324723	ENSMUSG00000038759	ENSMUST00000201374.3	26	chr6	35177420	35247596	70176	plus	35225263	35225790	527	10	0	2	0	1	NA	NA	10	2	0	0	1	0	
ENSMUST00000201374.3_intron_4_0_chr6_35189256_f	64	601	106.4891847	71	387	183.4625323	ENSMUSG00000038759	ENSMUST00000201374.3	4	chr6	35177420	35247596	70176	plus	35189254	35189855	601	8	2	0	0	0.8	NA	NA	10	0	0	0	1	0	
ENSMUST00000201374.3_intron_5_0_chr6_35190084_f	220	1792	122.7678571	55	392	140.3061224	ENSMUSG00000038759	ENSMUST00000201374.3	5	chr6	35177420	35247596	70176	plus	35190082	35191874	1792	12	0	2	0	1	NA	NA	12	2	0	0	1	0	
ENSMUST00000201374.3_intron_6_0_chr6_35192039_f	389	2368	164.2736486	53	339	156.3421829	ENSMUSG00000038759	ENSMUST00000201374.3	6	chr6	35177420	35247596	70176	plus	35192037	35194405	2368	11	0	2	0	1	NA	NA	11	2	0	0	1	0	
ENSMUST00000201374.3_intron_7_0_chr6_35194581_f	241	1855	129.9191375	48	291	164.9484536	ENSMUSG00000038759	ENSMUST00000201374.3	7	chr6	35177420	35247596	70176	plus	35194579	35196434	1855	11	0	2	0	1	NA	NA	11	2	0	0	1	0	
