Gene.ID	Intron_Counts	Intron_Length	Intron_Counts_Norm	Exon_Only_Counts	Exon_Length	Exon_Only_Counts_Norm	Intron_Div_Flanking_Exons	ENSUMG	txid	intron_num	Chromosome	Gene.Start	Gene.End	Gene_Length	Strand	FiveSS	ThreeSS	Intron_Size	Uninduced_spliced	Uninduced_unspliced	Induced_spliced	Induced_unspliced	Unind_splice_eff	Induc_splice_eff	Log2_FC.DMSO.splice.eff..Untreated.splice.eff.	LRS_Counts_Unind	LRS_Counts_Induced	Untreated_Int_Count	Untreated_NIC	NIC.0_Yes.1	Intron_within_750nt_TSS_Yes.1
ENSMUST00000145703.1_intron_2_0_chr10_80054845_f	10001.0699	125	80008.5592	905635.9301	283	3200126.961	0.025001683	ENSMUSG00000075706	ENSMUST00000145703.1	2	chr10	80054034	80055107	1073	plus	80054843	80054968	125	38	0	11	2	1	0.846153846	-0.2410081	38	13	3	0.073170732	0	0
ENSMUST00000145903.7_intron_4_0_chr2_34790656_r	1740.42858	4518	385.2210226	100536	309	325359.2233	0.001183987	ENSMUSG00000070953	ENSMUST00000145903.7	2	chr2	34799912	34777555	22357	minus	34795172	34790654	4518	10	0	2	0	1	NA	NA	10	2	0	0	1	0
ENSMUST00000145903.7_intron_5_0_chr2_34795330_r	2933.5	2047	1433.072789	73883	215	343641.8605	0.004170251	ENSMUSG00000070953	ENSMUST00000145903.7	1	chr2	34799912	34777555	22357	minus	34797375	34795328	2047	11	0	1	6	1	0.142857143	-2.807354922	11	7	0	0	1	0
ENSMUST00000146100.7_intron_19_0_chr8_71715784_r	53.761913	775	69.37021032	2283	202	11301.9802	0.006137881	ENSMUSG00000070000	ENSMUST00000146100.7	3	chr8	71725716	71708393	17323	minus	71716557	71715782	775	9	2	2	3	0.818181818	0.4	-1.032421477	11	5	0	0	1	0
ENSMUST00000146100.7_intron_20_0_chr8_71716662_r	61	112	544.6428571	1990.75	256	7776.367188	0.070038212	ENSMUSG00000070000	ENSMUST00000146100.7	4	chr8	71725716	71708393	17323	minus	71716772	71716660	112	8	4	4	0	0.666666667	NA	NA	12	4	0	0	1	0
ENSMUST00000146100.7_intron_21_0_chr8_71716925_r	36.39284	219	166.1773516	1868	293	6375.426621	0.026065291	ENSMUSG00000070000	ENSMUST00000146100.7	5	chr8	71725716	71708393	17323	minus	71717142	71716923	219	9	4	2	7	0.692307692	0.222222222	-1.639410284	13	9	1	0.1	0	0
ENSMUST00000146100.7_intron_22_0_chr8_71717284_r	26	154	168.8311688	1367.75	215	6361.627907	0.026538988	ENSMUSG00000070000	ENSMUST00000146100.7	6	chr8	71725716	71708393	17323	minus	71717436	71717282	154	9	6	4	2	0.6	0.666666667	0.152003093	15	6	1	0.1	0	0
ENSMUST00000146100.7_intron_23_0_chr8_71717511_r	67	778	86.11825193	1611	165	9763.636364	0.008820305	ENSMUSG00000070000	ENSMUST00000146100.7	7	chr8	71725716	71708393	17323	minus	71718287	71717509	778	12	3	4	2	0.8	0.666666667	-0.263034406	15	6	0	0	1	0
ENSMUST00000146100.7_intron_24_0_chr8_71718379_r	311.89286	2875	108.484473	1411	143	9867.132867	0.010994528	ENSMUSG00000070000	ENSMUST00000146100.7	8	chr8	71725716	71708393	17323	minus	71721252	71718377	2875	11	1	4	1	0.916666667	0.8	-0.196397213	12	5	0	0	1	0
ENSMUST00000146100.7_intron_25_0_chr8_71721305_r	44.2	516	85.65891473	586	92	6369.565217	0.013448157	ENSMUSG00000070000	ENSMUST00000146100.7	9	chr8	71725716	71708393	17323	minus	71721819	71721303	516	10	0	4	2	1	0.666666667	-0.584962501	10	6	0	0	1	0
ENSMUST00000147147.7_intron_24_0_chr2_24884703_r	2331.5836	2302	1012.85126	117819.3404	622	189420.1614	0.005347114	ENSMUSG00000036893	ENSMUST00000147147.7	1	chr2	24919614	24789927	129687	minus	24887003	24884701	2302	16	0	4	0	1	NA	NA	16	4	0	0	1	0
ENSMUST00000147216.1_intron_1_0_chr2_27008718_f	2914	540	5396.296296	242470.32	373	650054.4772	0.008301299	ENSMUSG00000014852	ENSMUST00000147216.1	1	chr2	27006570	27009445	2875	plus	27008716	27009256	540	14	0	0	0	1	NA	NA	14	0	1	0.06666667	0	0
ENSMUST00000147724.7_intron_1_0_chr17_12917884_f	15332	161	95229.81366	711921.2	156	4563597.436	0.020867269	ENSMUSG00000068039	ENSMUST00000147724.7	1	chr17	12915700	12918114	2414	plus	12917882	12918043	161	35	1	10	3	0.972222222	0.769230769	-0.337869638	36	13	2	0.054054054	0	0
ENSMUST00000147837.7_intron_0_0_chr4_46132157_r	2516.55	3232	778.6355198	79829	429	186081.5851	0.004184377	ENSMUSG00000035495	ENSMUST00000147837.7	1	chr4	46138694	46131933	6761	minus	46135387	46132155	3232	10	0	13	0	1	1	0	10	13	1	0.090909091	0	0
ENSMUST00000147999.7_intron_18_0_chr4_139463410_f	1309.7493	90	14552.77	91246.7147	286	319044.457	0.045613612	ENSMUSG00000066036	ENSMUST00000147999.7	18	chr4	139352608	139469763	117155	plus	139463408	139463498	90	10	0	7	0	1	1	0	10	7	0	0	1	0
ENSMUST00000147999.7_intron_26_0_chr4_139468871_f	5382.1503	807	6669.331227	52745.4998	167	315841.3162	0.021116082	ENSMUSG00000066036	ENSMUST00000147999.7	26	chr4	139352608	139469763	117155	plus	139468869	139469676	807	6	7	9	1	0.461538462	0.9	0.963474123	13	10	1	0.142857143	0	0
ENSMUST00000148011.7_intron_1_0_chr5_143912061_f	728	1343	542.0699926	26927	225	119675.5556	0.004529496	ENSMUSG00000079109	ENSMUST00000148011.7	1	chr5	143909963	143933968	24005	plus	143912059	143913402	1343	12	0	10	0	1	1	0	12	10	1	0.076923077	0	0
ENSMUST00000148011.7_intron_2_0_chr5_143913489_f	520	132	3939.393939	23157.5	188	123178.1915	0.031981261	ENSMUSG00000079109	ENSMUST00000148011.7	2	chr5	143909963	143933968	24005	plus	143913487	143913619	132	14	0	7	0	1	1	0	14	7	1	0.066666667	0	0
ENSMUST00000148011.7_intron_3_0_chr5_143913722_f	1141.8335	900	1268.703889	35824.5	285	125700	0.01009311	ENSMUSG00000079109	ENSMUST00000148011.7	3	chr5	143909963	143933968	24005	plus	143913720	143914620	900	6	6	5	0	0.5	1	1	12	5	2	0.25	0	0
ENSMUST00000150130.7_intron_2_0_chr5_32864700_f	697.44441	3276	212.895119	11757.99999	158	74417.72146	0.002860812	ENSMUSG00000037426	ENSMUST00000150130.7	2	chr5	32863712	32868010	4298	plus	32864698	32867974	3276	53	1	34	2	0.981481481	0.944444444	-0.055495112	54	36	0	0	1	0
ENSMUST00000150175.7_intron_1_0_chr4_150239567_f	17623.4873	1480	11907.76169	764706.1166	188	4067585.727	0.002927477	ENSMUSG00000063524	ENSMUST00000150175.7	1	chr4	150236720	150244289	7569	plus	150239565	150241045	1480	108	3	26	0	0.972972973	1	0.039528364	111	26	0	0	1	0
ENSMUST00000150175.7_intron_2_0_chr4_150241141_f	25009.062	983	25441.56867	638664.827	153	4174279.915	0.00609484	ENSMUSG00000063524	ENSMUST00000150175.7	2	chr4	150236720	150244289	7569	plus	150241139	150242122	983	91	4	18	6	0.957894737	0.75	-0.352976531	95	24	1	0.010869565	0	0
ENSMUST00000150175.7_intron_3_0_chr4_150242181_f	47158.18	1826	25825.94743	536290.72	127	4222761.575	0.006115891	ENSMUSG00000063524	ENSMUST00000150175.7	3	chr4	150236720	150244289	7569	plus	150242179	150244005	1826	83	2	17	8	0.976470588	0.68	-0.522041843	85	25	2	0.023529412	0	0
ENSMUST00000150175.7_intron_4_0_chr4_150244075_f	15346.7466	168	91349.68214	524459.3834	117	4482558.832	0.020378914	ENSMUSG00000063524	ENSMUST00000150175.7	4	chr4	150236720	150244289	7569	plus	150244073	150244241	168	73	4	14	4	0.948051948	0.777777778	-0.285608097	77	18	3	0.039473684	0	0
ENSMUST00000150285.7_intron_4_0_chr4_103210598_r	378	707	534.6534653	2713	139	19517.98561	0.027392861	ENSMUSG00000028521	ENSMUST00000150285.7	4	chr4	103215164	103170648	44516	minus	103211303	103210596	707	13	0	6	0	1	1	0	13	6	0	0	1	0
ENSMUST00000150285.7_intron_5_0_chr4_103211375_r	194.333333	1792	108.4449403	3356	138	24318.84058	0.004459297	ENSMUSG00000028521	ENSMUST00000150285.7	3	chr4	103215164	103170648	44516	minus	103213165	103211373	1792	14	0	6	0	1	1	0	14	6	1	0.066666667	0	0
ENSMUST00000150285.7_intron_6_0_chr4_103213233_r	421.883321	640	659.1926891	5473.99999	153	35777.77771	0.01842464	ENSMUSG00000028521	ENSMUST00000150285.7	2	chr4	103215164	103170648	44516	minus	103213871	103213231	640	16	1	6	0	0.941176471	1	0.087462841	17	6	0	0	1	0
ENSMUST00000150285.7_intron_7_0_chr4_103213958_r	207	103	2009.708738	5674	119	47680.67227	0.042149337	ENSMUSG00000028521	ENSMUST00000150285.7	1	chr4	103215164	103170648	44516	minus	103214059	103213956	103	16	2	7	0	0.888888889	1	0.169925001	18	7	0	0	1	0
ENSMUST00000150350.8_intron_0_0_chr7_45126033_r	70057.02	84	834012.1429	5268491.4	596	8839750.671	0.094347926	ENSMUSG00000074129	ENSMUST00000150350.8	6	chr7	45128761	45125557	3204	minus	45126115	45126031	84	178	6	56	9	0.967391304	0.861538462	-0.167184365	184	65	13	0.068062827	0	0
ENSMUST00000150350.8_intron_1_0_chr7_45126238_r	131310.493	242	542605.343	3639344.04	181	20106873.15	0.026986063	ENSMUSG00000074129	ENSMUST00000150350.8	5	chr7	45128761	45125557	3204	minus	45126478	45126236	242	213	13	74	8	0.942477876	0.902439024	-0.062629297	226	82	3	0.013888889	0	0
ENSMUST00000150350.8_intron_2_0_chr7_45126538_r	99016.291	173	572348.5029	2212022.375	144	15361266.49	0.0372592	ENSMUSG00000074129	ENSMUST00000150350.8	4	chr7	45128761	45125557	3204	minus	45126709	45126536	173	211	15	76	7	0.933628319	0.915662651	-0.028032145	226	83	3	0.014018692	0	0
ENSMUST00000150350.8_intron_3_0_chr7_45126795_r	218675.986	198	1104424.172	2986897.164	186	16058586.9	0.06877468	ENSMUSG00000074129	ENSMUST00000150350.8	3	chr7	45128761	45125557	3204	minus	45126991	45126793	198	230	35	75	9	0.867924528	0.892857143	0.040859767	265	84	2	0.00862069	0	0
ENSMUST00000150350.8_intron_4_0_chr7_45127093_r	92730.27	118	785849.7458	2869037.7	166	17283359.64	0.045468576	ENSMUSG00000074129	ENSMUST00000150350.8	2	chr7	45128761	45125557	3204	minus	45127209	45127091	118	250	15	74	8	0.943396226	0.902439024	-0.064034374	265	82	6	0.0234375	0	0
ENSMUST00000150350.8_intron_5_0_chr7_45127275_r	159123.153	223	713556.7399	2308503.6	137	16850391.24	0.042346598	ENSMUSG00000074129	ENSMUST00000150350.8	1	chr7	45128761	45125557	3204	minus	45127496	45127273	223	242	28	76	5	0.896296296	0.938271605	0.066029871	270	81	1	0.004115226	0	0
ENSMUST00000151511.7_intron_1_0_chr2_172373130_f	3126.13	2510	1245.47012	260592.77	477	546316.0797	0.002279761	ENSMUSG00000027498	ENSMUST00000151511.7	1	chr2	172370680	172376070	5390	plus	172373128	172375638	2510	10	1	5	0	0.909090909	1	0.137503524	11	5	2	0.166666667	0	0
ENSMUST00000151511.7_intron_2_0_chr2_172375916_f	1933.5111	138	14010.95	148969.47	295	504981.2542	0.027745485	ENSMUSG00000027498	ENSMUST00000151511.7	2	chr2	172370680	172376070	5390	plus	172375914	172376052	138	11	4	1	0	0.733333333	NA	NA	15	1	0	0	1	0
ENSMUST00000151689.7_intron_5_0_chrX_105989112_r	797	280	2846.428571	94650	280	338035.7143	0.008420497	ENSMUSG00000031232	ENSMUST00000151689.7	3	chrX	106011906	105968083	43823	minus	105989390	105989110	280	10	0	10	1	1	0.909090909	-0.137503524	10	11	1	0.090909091	0	0
ENSMUST00000151689.7_intron_6_0_chrX_105989531_r	998.499993	2869	348.0306703	78868.5	257	306881.323	0.001134089	ENSMUSG00000031232	ENSMUST00000151689.7	2	chrX	106011906	105968083	43823	minus	105992398	105989529	2869	10	0	10	0	1	1	0	10	10	0	0	1	0
ENSMUST00000151689.7_intron_7_0_chrX_105992516_r	1713.57501	4308	397.7657869	120208.1	286	420308.042	0.000946367	ENSMUSG00000031232	ENSMUST00000151689.7	1	chrX	106011906	105968083	43823	minus	105996822	105992514	4308	13	0	9	0	1	1	0	13	9	0	0	1	0
ENSMUST00000151698.7_intron_1_0_chr4_130926199_f	4151.025	574	7231.750871	221665.06	169	1311627.574	0.00551357	ENSMUSG00000028581	ENSMUST00000151698.7	1	chr4	130913124	130936141	23017	plus	130926197	130926771	574	12	0	0	0	1	NA	NA	12	0	0	0	1	0
ENSMUST00000151698.7_intron_2_0_chr4_130926848_f	8273.86173	1791	4619.688291	220800.7996	201	1098511.441	0.004205408	ENSMUSG00000028581	ENSMUST00000151698.7	2	chr4	130913124	130936141	23017	plus	130926846	130928637	1791	11	0	1	0	1	NA	NA	11	1	1	0.083333333	0	0
ENSMUST00000151880.7_intron_13_0_chr11_43444831_f	1767	355	4977.464789	46164.5	175	263797.1429	0.018868532	ENSMUSG00000020409	ENSMUST00000151880.7	13	chr11	43433743	43445385	11642	plus	43444829	43445184	355	7	4	3	0	0.636363636	NA	NA	11	3	1	0.125	0	0
ENSMUST00000151880.7_intron_14_0_chr11_43445256_f	834	105	7942.857143	27106.5	97	279448.4536	0.028423335	ENSMUSG00000020409	ENSMUST00000151880.7	14	chr11	43433743	43445385	11642	plus	43445254	43445359	105	6	6	3	0	0.5	NA	NA	12	3	0	0	1	0
ENSMUST00000151880.7_intron_2_0_chr11_43437531_f	1112.58333	594	1873.035909	142972.5	338	422995.5621	0.004428027	ENSMUSG00000020409	ENSMUST00000151880.7	2	chr11	43433743	43445385	11642	plus	43437529	43438123	594	10	0	11	0	1	1	0	10	11	0	0	1	0
ENSMUST00000152150.7_intron_0_0_chrX_136734502_r	20217.238	1046	19328.1434	1013148.8	275	3684177.455	0.005246257	ENSMUSG00000031422	ENSMUST00000152150.7	2	chrX	136742918	136734301	8617	minus	136735546	136734500	1046	16	2	6	0	0.888888889	1	0.169925001	18	6	0	0	1	0
ENSMUST00000152150.7_intron_1_0_chrX_136735623_r	51979.233	4184	12423.33485	567005.2	165	3436395.152	0.003615223	ENSMUSG00000031422	ENSMUST00000152150.7	1	chrX	136742918	136734301	8617	minus	136739805	136735621	4184	16	3	6	1	0.842105263	0.857142857	0.025535092	19	7	1	0.058823529	0	0
ENSMUST00000152171.7_intron_1_0_chr11_115905303_f	13936	381	36577.42782	218937.923	734	298280.549	0.1226276	ENSMUSG00000048442	ENSMUST00000152171.7	1	chr11	115899965	115906269	6304	plus	115905301	115905682	381	9	13	3	0	0.409090909	NA	NA	22	3	12	0.571428571	0	0
ENSMUST00000152362.6_intron_5_0_chr2_4638996_r	1658.723868	4657	356.1786274	52821.99996	259	203945.9458	0.001746436	ENSMUSG00000039449	ENSMUST00000152362.6	3	chr2	4652113	4624027	28086	minus	4643651	4638994	4657	11	1	12	0	0.916666667	1	0.125530882	12	12	1	0.083333333	0	0
ENSMUST00000152362.6_intron_6_0_chr2_4643765_r	769.333163	1806	425.9873549	36721.5	217	169223.5023	0.002517306	ENSMUSG00000039449	ENSMUST00000152362.6	2	chr2	4652113	4624027	28086	minus	4645569	4643763	1806	12	1	12	2	0.923076923	0.857142857	-0.106915204	13	14	1	0.076923077	0	0
ENSMUST00000152362.6_intron_7_0_chr2_4645674_r	1378.8332	2569	536.7198132	37271.5	181	205919.8895	0.00260645	ENSMUSG00000039449	ENSMUST00000152362.6	1	chr2	4652113	4624027	28086	minus	4648241	4645672	2569	15	0	17	0	1	1	0	15	17	0	0	1	0
ENSMUST00000152704.7_intron_0_0_chr13_98310202_r	20979.58	781	26862.45839	904781.56	360	2513282.111	0.010688199	ENSMUSG00000021660	ENSMUST00000152704.7	4	chr13	98317006	98309896	7110	minus	98310981	98310200	781	32	1	4	0	0.96969697	NA	NA	33	4	1	0.03030303	0	0
ENSMUST00000152704.7_intron_1_0_chr13_98311038_r	47454.42	2056	23080.94358	1997139.88	257	7770972.296	0.002970149	ENSMUSG00000021660	ENSMUST00000152704.7	3	chr13	98317006	98309896	7110	minus	98313092	98311036	2056	32	2	5	0	0.941176471	1	0.087462841	34	5	0	0	1	0
ENSMUST00000152704.7_intron_2_0_chr13_98313294_r	34303.3	347	98856.77233	2721727.833	314	8667923.035	0.011404897	ENSMUSG00000021660	ENSMUST00000152704.7	2	chr13	98317006	98309896	7110	minus	98313639	98313292	347	39	2	11	2	0.951219512	0.846153846	-0.168858313	41	13	0	0	1	0
ENSMUST00000152704.7_intron_3_0_chr13_98313753_r	47292.5002	2479	19077.24897	1681291.4	181	9288902.761	0.002053768	ENSMUSG00000021660	ENSMUST00000152704.7	1	chr13	98317006	98309896	7110	minus	98316230	98313751	2479	45	2	13	2	0.957446809	0.866666667	-0.143715123	47	15	0	0	1	0
ENSMUST00000152759.7_intron_0_0_chr7_46786644_r	537.95	1531	351.3716525	22135.68	321	68958.50467	0.005095407	ENSMUSG00000014418	ENSMUST00000152759.7	4	chr7	46796064	46786513	9551	minus	46788173	46786642	1531	15	0	6	1	1	0.857142857	-0.222392421	15	7	0	0	1	0
ENSMUST00000152759.7_intron_1_0_chr7_46788366_r	282.5	564	500.8865248	21024.18	256	82125.70313	0.006099023	ENSMUSG00000014418	ENSMUST00000152759.7	3	chr7	46796064	46786513	9551	minus	46788928	46788364	564	14	0	8	2	1	0.8	-0.321928095	14	10	0	0	1	0
ENSMUST00000152759.7_intron_2_0_chr7_46788993_r	226	98	2306.122449	13640	174	78390.8046	0.029418278	ENSMUSG00000014418	ENSMUST00000152759.7	2	chr7	46796064	46786513	9551	minus	46789089	46788991	98	14	0	8	0	1	1	0	14	8	0	0	1	0
ENSMUST00000152759.7_intron_3_0_chr7_46789200_r	611	1719	355.4392088	19223	265	72539.62264	0.004899932	ENSMUSG00000014418	ENSMUST00000152759.7	1	chr7	46796064	46786513	9551	minus	46790917	46789198	1719	13	0	8	0	1	1	0	13	8	0	0	1	0
ENSMUST00000153892.1_intron_1_0_chr11_115530418_r	42435.95	4136	10260.14265	812945.25	202	4024481.436	0.002549432	ENSMUSG00000020738	ENSMUST00000153892.1	1	chr11	115536276	115523101	13175	minus	115534552	115530416	4136	12	0	1	0	1	NA	NA	12	1	0	0	1	0
ENSMUST00000154004.7_intron_10_0_chrY_1152875_r	701	1282	546.8018721	30617	234	130841.8803	0.004179104	ENSMUSG00000068457	ENSMUST00000154004.7	15	chrY	1245759	1098019	147740	minus	1154155	1152873	1282	10	0	8	1	1	0.888888889	-0.169925001	10	9	0	0	1	0
ENSMUST00000154004.7_intron_11_0_chrY_1154285_r	2210	3624	609.8233996	122047	856	142578.271	0.004277113	ENSMUSG00000068457	ENSMUST00000154004.7	14	chrY	1245759	1098019	147740	minus	1157907	1154283	3624	9	1	7	1	0.9	0.875	-0.040641984	10	8	0	0	1	0
ENSMUST00000154004.7_intron_14_0_chrY_1169258_r	557.5	709	786.3187588	58534	353	165818.6969	0.004742039	ENSMUSG00000068457	ENSMUST00000154004.7	11	chrY	1245759	1098019	147740	minus	1169965	1169256	709	9	2	10	0	0.818181818	1	0.289506618	11	10	0	0	1	0
ENSMUST00000154004.7_intron_15_0_chrY_1170185_r	694.25	721	962.8987517	59768	317	188542.5868	0.005107062	ENSMUSG00000068457	ENSMUST00000154004.7	10	chrY	1245759	1098019	147740	minus	1170904	1170183	721	23	0	18	0	1	1	0	23	18	0	0	1	0
ENSMUST00000154004.7_intron_16_0_chrY_1171003_r	2491.2	3727	668.4196405	40250.5	224	179689.7321	0.003719854	ENSMUSG00000068457	ENSMUST00000154004.7	9	chrY	1245759	1098019	147740	minus	1174728	1171001	3727	18	1	18	1	0.947368421	0.947368421	8.01E-11	19	19	1	0.052631579	0	0
ENSMUST00000154004.7_intron_17_0_chrY_1174855_r	611.166667	1638	373.1176233	37435.5	219	170938.3562	0.002182761	ENSMUSG00000068457	ENSMUST00000154004.7	8	chrY	1245759	1098019	147740	minus	1176491	1174853	1638	20	0	19	0	1	1	0	20	19	0	0	1	0
ENSMUST00000154004.7_intron_19_0_chrY_1186809_r	666.60119	2529	263.5829142	12129.33	88	137833.2955	0.001912331	ENSMUSG00000068457	ENSMUST00000154004.7	6	chrY	1245759	1098019	147740	minus	1189336	1186807	2529	24	1	26	0	0.96	1	0.058893689	25	26	0	0	1	0
ENSMUST00000154004.7_intron_20_0_chrY_1189391_r	816.305555	7817	104.4269611	17363	174	99787.3563	0.001046495	ENSMUSG00000068457	ENSMUST00000154004.7	5	chrY	1245759	1098019	147740	minus	1197206	1189389	7817	24	1	25	0	0.96	1	0.058893689	25	25	3	0.111111111	0	0
ENSMUST00000154004.7_intron_21_0_chrY_1197327_r	5637	2130	2646.478873	19407.5	178	109030.8989	0.024272742	ENSMUSG00000068457	ENSMUST00000154004.7	4	chrY	1245759	1098019	147740	minus	1199455	1197325	2130	22	4	26	2	0.846153846	0.928571429	0.134092896	26	28	3	0.12	0	0
ENSMUST00000154004.7_intron_3_0_chrY_1130012_r	757	1026	737.8167641	44934	328	136993.9024	0.005385764	ENSMUSG00000068457	ENSMUST00000154004.7	22	chrY	1245759	1098019	147740	minus	1131036	1130010	1026	9	2	0	0	0.818181818	NA	NA	11	0	0	0	1	0
ENSMUST00000154004.7_intron_6_0_chrY_1136997_r	436	663	657.6168929	26142	222	117756.7568	0.005584536	ENSMUSG00000068457	ENSMUST00000154004.7	19	chrY	1245759	1098019	147740	minus	1137658	1136995	663	11	0	2	0	1	NA	NA	11	2	0	0	1	0
ENSMUST00000154004.7_intron_7_0_chrY_1137733_r	556.92856	76	7328.007368	13086	138	94826.08696	0.07727839	ENSMUSG00000068457	ENSMUST00000154004.7	18	chrY	1245759	1098019	147740	minus	1137807	1137731	76	12	2	2	0	0.857142857	NA	NA	14	2	0	0	1	0
ENSMUST00000154004.7_intron_9_0_chrY_1152154_r	172	617	278.7682334	32504	310	104851.6129	0.002658693	ENSMUSG00000068457	ENSMUST00000154004.7	16	chrY	1245759	1098019	147740	minus	1152769	1152152	617	13	0	8	0	1	1	0	13	8	0	0	1	0
ENSMUST00000154098.2_intron_0_0_chr6_72360643_r	6244.6	234	26686.32479	127677	471	271076.4331	0.098445757	ENSMUSG00000055850	ENSMUST00000154098.2	2	chr6	72366956	72360244	6712	minus	72360875	72360641	234	7	4	9	8	0.63636364	0.529411765	-0.265461151	11	17	1	0.125	0	0
ENSMUST00000154098.2_intron_1_0_chr6_72360950_r	2445.8574	169	14472.52899	98944	183	540677.5956	0.026767392	ENSMUSG00000055850	ENSMUST00000154098.2	1	chr6	72366956	72360244	6712	minus	72361117	72360948	169	8	4	11	5	0.66666667	0.6875	0.044394112	12	16	0	0	1	0
ENSMUST00000154111.7_intron_3_0_chr2_168217777_r	3651.3333	1445	2526.874256	43239.5001	120	360329.1675	0.007012683	ENSMUSG00000078919	ENSMUST00000154111.7	4	chr2	168230379	168209047	21332	minus	168219220	168217775	1445	9	2	13	0	0.818181818	1	0.289506618	11	13	0	0	1	0
ENSMUST00000154111.7_intron_4_0_chr2_168219246_r	1077.5	793	1358.764187	50310.32	101	498121.9802	0.002727774	ENSMUSG00000078919	ENSMUST00000154111.7	3	chr2	168230379	168209047	21332	minus	168220037	168219244	793	11	2	17	0	0.846153846	1	0.2410081	13	17	4	0.266666667	0	0
ENSMUST00000154111.7_intron_5_0_chr2_168220114_r	4899.9734	3009	1628.439149	58391.86	109	535705.1376	0.003039805	ENSMUSG00000078919	ENSMUST00000154111.7	2	chr2	168230379	168209047	21332	minus	168223121	168220112	3009	19	0	31	0	1	1	0	19	31	0	0	1	0
ENSMUST00000154111.7_intron_6_0_chr2_168223155_r	8513.3333	4250	2003.137247	74165.5001	132	561859.8492	0.00356519	ENSMUSG00000078919	ENSMUST00000154111.7	1	chr2	168230379	168209047	21332	minus	168227403	168223153	4250	20	1	34	0	0.952380952	1	0.070389328	21	34	2	0.090909091	0	0
ENSMUST00000154241.7_intron_4_0_chr5_31145777_r	501	198	2530.30303	56434.12	207	272628.599	0.009281136	ENSMUSG00000107283	ENSMUST00000154241.7	2	chr5	31154251	31140653	13598	minus	31145973	31145775	198	8	2	5	3	0.8	0.625	-0.35614381	10	8	0	0	1	0
ENSMUST00000154331.1_intron_0_0_chr15_100409326_r	2562.66667	759	3376.372424	134226.6599	204	657973.8232	0.005131469	ENSMUSG00000023030	ENSMUST00000154331.1	1	chr15	100424214	100409268	14946	minus	100410083	100409324	759	49	6	19	0	0.890909091	1	0.166649869	55	19	1	0.02	0	0
ENSMUST00000154584.8_intron_1_0_chr15_75895927_r	17868.68	318	56190.81761	2302347.02	415	5547824.145	0.010128442	ENSMUSG00000055762	ENSMUST00000154584.8	5	chr15	75909355	75894204	15151	minus	75896243	75895925	318	13	2	1	2	0.866666667	NA	NA	15	3	2	0.133333333	0	0
ENSMUST00000154584.8_intron_2_0_chr15_75896465_r	16491.71	177	93173.50282	1740569.14	321	5422333.769	0.017183284	ENSMUSG00000055762	ENSMUST00000154584.8	4	chr15	75909355	75894204	15151	minus	75896640	75896463	177	8	4	2	2	0.666666667	NA	NA	12	4	0	0	1	0
ENSMUST00000154584.8_intron_3_0_chr15_75896741_r	12455.007	81	153765.5185	873838.01	199	4391145.779	0.035017175	ENSMUSG00000055762	ENSMUST00000154584.8	3	chr15	75909355	75894204	15151	minus	75896820	75896739	81	13	2	3	4	0.866666667	0.428571429	-1.015941544	15	7	2	0.133333333	0	0
ENSMUST00000154584.8_intron_4_0_chr15_75896920_r	17592.31	3773	4662.684866	604431.89	170	3555481.706	0.001311407	ENSMUSG00000055762	ENSMUST00000154584.8	2	chr15	75909355	75894204	15151	minus	75900691	75896918	3773	10	0	3	2	1	0.6	-0.736965594	10	5	0	0	1	0
ENSMUST00000154584.8_intron_5_0_chr15_75900763_r	13164.4133	371	35483.5938	685269.2434	194	3532315.688	0.01004542	ENSMUSG00000055762	ENSMUST00000154584.8	1	chr15	75909355	75894204	15151	minus	75901132	75900761	371	11	0	4	2	1	0.666666667	-0.584962501	11	6	0	0	1	0
ENSMUST00000155487.7_intron_0_0_chr13_65066862_r	710.5	1003	708.3748754	494411.35	2340	211286.9017	0.003352668	ENSMUSG00000038212	ENSMUST00000155487.7	7	chr13	65112975	65064662	48313	minus	65067863	65066860	1003	10	0	3	0	1	NA	NA	10	3	0	0	1	0
ENSMUST00000155671.7_intron_1_0_chr5_122360205_f	2973.52	1833	1622.214948	343116.8467	426	805438.6073	0.002014076	ENSMUSG00000029462	ENSMUST00000155671.7	1	chr5	122354368	122364984	10616	plus	122360203	122362036	1833	18	0	3	0	1	NA	NA	18	3	0	0	1	0
ENSMUST00000155671.7_intron_2_0_chr5_122362272_f	2061.5	535	3853.271028	305876.337	2414	126709.336	0.030410317	ENSMUSG00000029462	ENSMUST00000155671.7	2	chr5	122354368	122364984	10616	plus	122362270	122362805	535	11	0	1	0	1	NA	NA	11	1	1	0.083333333	0	0
ENSMUST00000155998.1_intron_1_0_chr11_72712350_f	1590.33333	2017	788.4647149	91808.99997	310	296158.0644	0.00266231	ENSMUSG00000020790	ENSMUST00000155998.1	1	chr11	72690005	72772146	82141	plus	72712348	72714365	2017	24	0	23	0	1	1	0	24	23	0	0	1	0
ENSMUST00000155998.1_intron_10_0_chr11_72746954_f	44430.116	2348	18922.53663	650381.8	325	2001174.769	0.009455714	ENSMUSG00000020790	ENSMUST00000155998.1	10	chr11	72690005	72772146	82141	plus	72746952	72749300	2348	22	6	19	0	0.785714286	1	0.347923303	28	19	1	0.043478261	0	0
