chr	start	end	txname	score	strand	geneid	type
chr5	134184026	134184026	ENSMUST00000016086.9	1007	+	ENSMUSG00000015942.9	protein_coding
chr5	134582689	134582689	ENSMUST00000023867.7	1558	+	ENSMUSG00000023104.9	protein_coding
chr5	134932367	134932367	ENSMUST00000047196.13	1635	+	ENSMUSG00000040557.14	protein_coding
chr5	134932372	134932372	ENSMUST00000111219.7	1635	+	ENSMUSG00000040557.14	protein_coding
chr5	134932372	134932372	ENSMUST00000111221.8	1635	+	ENSMUSG00000040557.14	protein_coding
chr5	134932384	134932384	ENSMUST00000068617.11	1638	+	ENSMUSG00000040557.14	protein_coding
chr5	134932391	134932391	ENSMUST00000111218.7	1639	+	ENSMUSG00000040557.14	protein_coding
chr5	134932405	134932405	ENSMUST00000136246.4	1642	+	ENSMUSG00000040557.14	protein_coding
chr5	134932523	134932523	ENSMUST00000201847.2	1775	+	ENSMUSG00000040557.14	protein_coding
chr5	135009151	135009151	ENSMUST00000111216.7	4518	+	ENSMUSG00000040532.14	protein_coding
chr5	135009298	135009298	ENSMUST00000046999.11	5282	+	ENSMUSG00000040532.14	protein_coding
chr5	135009455	135009455	ENSMUST00000154469.7	1674	+	ENSMUSG00000040532.14	protein_coding
chr5	135023481	135023481	ENSMUST00000005509.10	1856	+	ENSMUSG00000007207.10	protein_coding
chr5	135149656	135149656	ENSMUST00000153183.7	1689	+	ENSMUSG00000005374.13	protein_coding
chr5	135168282	135168282	ENSMUST00000031692.11	1031	+	ENSMUSG00000029681.12	protein_coding
chr5	135168388	135168388	ENSMUST00000111187.9	4771	+	ENSMUSG00000029681.12	protein_coding
chr5	135187263	135187263	ENSMUST00000002825.5	2736	+	ENSMUSG00000002748.7	protein_coding
chr5	135369952	135369952	ENSMUST00000000940.14	778	+	ENSMUSG00000000916.15	protein_coding
chr5	135369969	135369969	ENSMUST00000127746.1	784	+	ENSMUSG00000000916.15	processed_transcript
chr5	135632617	135632617	ENSMUST00000043707.6	3015	+	ENSMUSG00000039917.10	protein_coding
chr5	135632703	135632703	ENSMUST00000130647.1	3695	+	ENSMUSG00000039917.10	processed_transcript
chr5	135689157	135689157	ENSMUST00000122113.7	3276	+	ENSMUSG00000005514.14	protein_coding
chr5	135778684	135778684	ENSMUST00000200556.4	5965	+	ENSMUSG00000019179.10	protein_coding
chr5	135778688	135778688	ENSMUST00000196285.1	5979	+	ENSMUSG00000019179.10	protein_coding
chr5	135994799	135994799	ENSMUST00000111142.8	5732	+	ENSMUSG00000004947.15	protein_coding
chr5	135994810	135994810	ENSMUST00000111145.9	5811	+	ENSMUSG00000004947.15	protein_coding
chr5	135994843	135994843	ENSMUST00000111144.7	5947	+	ENSMUSG00000004947.15	protein_coding
chr5	135994846	135994846	ENSMUST00000199239.4	5947	+	ENSMUSG00000004947.15	protein_coding
chr5	135994876	135994876	ENSMUST00000005072.9	5999	+	ENSMUSG00000004947.15	protein_coding
chr5	135994881	135994881	ENSMUST00000130345.1	5999	+	ENSMUSG00000004947.15	protein_coding
chr5	135995105	135995105	ENSMUST00000140146.1	472	+	ENSMUSG00000004947.15	processed_transcript
chr5	136083915	136083915	ENSMUST00000042135.13	131	+	ENSMUSG00000004952.13	protein_coding
chr5	136084031	136084031	ENSMUST00000100570.9	149	+	ENSMUSG00000004952.13	protein_coding
chr5	136116630	136116630	ENSMUST00000041366.13	4789	+	ENSMUSG00000039771.13	protein_coding
chr5	136116630	136116630	ENSMUST00000111127.7	4789	+	ENSMUSG00000039771.13	protein_coding
chr5	136116701	136116701	ENSMUST00000111129.1	5406	+	ENSMUSG00000039771.13	protein_coding
chr5	136136145	136136145	ENSMUST00000136634.7	1555	+	ENSMUSG00000039754.10	protein_coding
chr5	136136153	136136153	ENSMUST00000041100.3	1600	+	ENSMUSG00000039754.10	protein_coding
chr5	136136201	136136201	ENSMUST00000143229.1	1737	+	ENSMUSG00000039754.10	protein_coding
chr5	136908149	136908149	ENSMUST00000200157.4	424	+	ENSMUSG00000007987.12	protein_coding
chr5	136908201	136908201	ENSMUST00000200153.4	439	+	ENSMUSG00000007987.12	protein_coding
chr5	136953274	136953274	ENSMUST00000111094.7	1142	+	ENSMUSG00000019054.13	protein_coding
chr5	136953405	136953405	ENSMUST00000111097.7	1203	+	ENSMUSG00000019054.13	protein_coding
chr5	136962076	136962076	ENSMUST00000019198.6	2268	+	ENSMUSG00000019054.13	protein_coding
chr5	136962432	136962432	ENSMUST00000138610.7	1083	+	ENSMUSG00000019054.13	processed_transcript
chr5	136962844	136962844	ENSMUST00000152658.1	631	+	ENSMUSG00000019054.13	processed_transcript
chr5	136967868	136967868	ENSMUST00000001790.5	225	+	ENSMUSG00000001739.14	protein_coding
chr5	136987018	136987018	ENSMUST00000004968.10	130	+	ENSMUSG00000004846.10	protein_coding
chr5	137287518	137287518	ENSMUST00000132191.7	1085	+	ENSMUSG00000023328.14	protein_coding
chr5	137287765	137287765	ENSMUST00000138591.7	1183	+	ENSMUSG00000023328.14	protein_coding
chr5	137287765	137287765	ENSMUST00000141123.7	1183	+	ENSMUSG00000023328.14	protein_coding
chr5	137288276	137288276	ENSMUST00000024099.10	6346	+	ENSMUSG00000023328.14	protein_coding
chr5	137288283	137288283	ENSMUST00000085934.3	6304	+	ENSMUSG00000023328.14	protein_coding
chr5	137289087	137289087	ENSMUST00000125195.7	1276	+	ENSMUSG00000023328.14	protein_coding
chr5	137289246	137289246	ENSMUST00000137126.1	1127	+	ENSMUSG00000023328.14	protein_coding
chr5	137569839	137569839	ENSMUST00000198866.4	693	+	ENSMUSG00000029716.13	protein_coding
chr5	137569850	137569850	ENSMUST00000031729.12	703	+	ENSMUSG00000029716.13	protein_coding
chr5	137569868	137569868	ENSMUST00000199054.4	711	+	ENSMUSG00000029716.13	protein_coding
chr5	137570804	137570804	ENSMUST00000198783.4	232	+	ENSMUSG00000029716.13	protein_coding
chr5	137578892	137578892	ENSMUST00000196375.1	125	+	ENSMUSG00000029716.13	protein_coding
chr5	137629120	137629120	ENSMUST00000031734.15	11617	+	ENSMUSG00000093445.7	protein_coding
chr5	137629177	137629177	ENSMUST00000176667.7	12006	+	ENSMUSG00000093445.7	protein_coding
chr5	137641436	137641436	ENSMUST00000166099.2	192	+	ENSMUSG00000079165.10	protein_coding
chr5	137745729	137745729	ENSMUST00000100540.9	775	+	ENSMUSG00000029723.16	protein_coding
chr5	137745995	137745995	ENSMUST00000100539.9	4141	+	ENSMUSG00000029723.16	protein_coding
chr5	137778903	137778903	ENSMUST00000031739.5	1463	+	ENSMUSG00000029725.10	protein_coding
chr5	137779436	137779436	ENSMUST00000198929.1	220	+	ENSMUSG00000029725.10	protein_coding
chr5	137787797	137787797	ENSMUST00000035852.13	197	+	ENSMUSG00000037108.13	protein_coding
chr5	138085083	138085083	ENSMUST00000019660.10	1939	+	ENSMUSG00000029729.12	protein_coding
chr5	138085119	138085119	ENSMUST00000110963.7	2130	+	ENSMUSG00000029729.12	protein_coding
chr5	138092639	138092639	ENSMUST00000110962.1	133	+	ENSMUSG00000029729.12	protein_coding
chr5	138116902	138116902	ENSMUST00000062350.14	2494	+	ENSMUSG00000037017.15	protein_coding
chr5	138116915	138116915	ENSMUST00000110961.8	2665	+	ENSMUSG00000037017.15	protein_coding
chr5	138116936	138116936	ENSMUST00000080732.9	2710	+	ENSMUSG00000037017.15	protein_coding
chr5	138116936	138116936	ENSMUST00000110960.8	2710	+	ENSMUSG00000037017.15	protein_coding
chr5	138117040	138117040	ENSMUST00000110959.1	2832	+	ENSMUSG00000037017.15	protein_coding
chr5	138161070	138161070	ENSMUST00000019638.14	3474	+	ENSMUSG00000019494.14	protein_coding
chr5	138161099	138161099	ENSMUST00000110951.7	3525	+	ENSMUSG00000019494.14	protein_coding
chr5	138172001	138172001	ENSMUST00000019662.10	743	+	ENSMUSG00000019518.11	protein_coding
chr5	138187484	138187484	ENSMUST00000110934.8	334	+	ENSMUSG00000036968.15	protein_coding
chr5	138255830	138255830	ENSMUST00000160157.1	1037	+	ENSMUSG00000050552.8	processed_transcript
chr5	138441467	138441467	ENSMUST00000085856.11	646	+	ENSMUSG00000036898.16	protein_coding
chr5	138441518	138441518	ENSMUST00000110912.7	677	+	ENSMUSG00000036898.16	protein_coding
chr5	138441539	138441539	ENSMUST00000100524.2	682	+	ENSMUSG00000036898.16	protein_coding
chr5	138622858	138622858	ENSMUST00000200521.4	560	+	ENSMUSG00000056014.15	protein_coding
chr5	138622875	138622875	ENSMUST00000198958.4	634	+	ENSMUSG00000056014.15	protein_coding
chr5	138622893	138622893	ENSMUST00000069862.10	690	+	ENSMUSG00000056014.15	protein_coding
chr5	139150222	139150222	ENSMUST00000026975.10	1251	+	ENSMUSG00000025857.10	protein_coding
chr5	139150228	139150228	ENSMUST00000196441.1	1259	+	ENSMUSG00000025857.10	protein_coding
chr5	139200636	139200636	ENSMUST00000058716.13	6246	+	ENSMUSG00000036817.14	protein_coding
chr5	139200642	139200642	ENSMUST00000110883.8	6308	+	ENSMUSG00000036817.14	protein_coding
chr5	139200659	139200659	ENSMUST00000110884.8	6368	+	ENSMUSG00000036817.14	protein_coding
chr5	139200666	139200666	ENSMUST00000100517.9	6394	+	ENSMUSG00000036817.14	protein_coding
chr5	139200668	139200668	ENSMUST00000127045.7	6398	+	ENSMUSG00000036817.14	protein_coding
chr5	139211972	139211972	ENSMUST00000148772.7	173	+	ENSMUSG00000036817.14	protein_coding
chr5	139212266	139212266	ENSMUST00000129079.1	145	+	ENSMUSG00000036817.14	protein_coding
chr5	139252323	139252323	ENSMUST00000026976.11	3945	+	ENSMUSG00000025858.12	protein_coding
chr5	139252369	139252369	ENSMUST00000130326.7	5048	+	ENSMUSG00000025858.12	protein_coding
chr5	139253510	139253510	ENSMUST00000110878.1	216	+	ENSMUSG00000025858.12	protein_coding
chr5	139380580	139380580	ENSMUST00000051293.7	1811	+	ENSMUSG00000044197.8	protein_coding
chr5	139389784	139389784	ENSMUST00000100514.2	564	+	ENSMUSG00000044197.8	protein_coding
chr5	139791512	139791512	ENSMUST00000018287.9	9929	+	ENSMUSG00000018143.10	protein_coding
chr5	139791533	139791533	ENSMUST00000151577.1	10276	+	ENSMUSG00000018143.10	processed_transcript
chr5	140331859	140331859	ENSMUST00000071881.9	1392	+	ENSMUSG00000036639.12	protein_coding
chr5	140331908	140331908	ENSMUST00000050205.11	2338	+	ENSMUSG00000036639.12	protein_coding
chr5	140332394	140332394	ENSMUST00000110826.7	155	+	ENSMUSG00000036639.12	protein_coding
chr5	140332423	140332423	ENSMUST00000110825.1	152	+	ENSMUSG00000036639.12	protein_coding
chr5	140419327	140419327	ENSMUST00000100507.7	10178	+	ENSMUSG00000056076.13	protein_coding
chr5	140439941	140439941	ENSMUST00000199377.1	144	+	ENSMUSG00000056076.13	protein_coding
chr5	140505549	140505549	ENSMUST00000043050.8	599	+	ENSMUSG00000036599.10	protein_coding
chr5	140505574	140505574	ENSMUST00000124142.1	1211	+	ENSMUSG00000036599.10	protein_coding
chr5	140607319	140607319	ENSMUST00000031555.2	1648	+	ENSMUSG00000029570.5	protein_coding
chr5	140705010	140705010	ENSMUST00000041588.12	2710	+	ENSMUSG00000000148.17	protein_coding
chr5	140705022	140705022	ENSMUST00000110806.7	2767	+	ENSMUSG00000000148.17	protein_coding
chr5	140705065	140705065	ENSMUST00000100505.2	2920	+	ENSMUSG00000000148.17	protein_coding
chr5	142401496	142401496	ENSMUST00000198422.1	2695	+	ENSMUSG00000056493.9	protein_coding
chr5	142401499	142401499	ENSMUST00000072837.6	2713	+	ENSMUSG00000056493.9	protein_coding
chr5	142463943	142463943	ENSMUST00000198967.1	725	+	ENSMUSG00000039623.13	protein_coding
chr5	142464053	142464053	ENSMUST00000038699.12	2003	+	ENSMUSG00000039623.13	protein_coding
chr5	142464073	142464073	ENSMUST00000196055.1	2019	+	ENSMUSG00000039623.13	protein_coding
chr5	142629541	142629541	ENSMUST00000036872.15	4798	+	ENSMUSG00000029578.15	protein_coding
chr5	143181016	143181016	ENSMUST00000031574.9	1240	+	ENSMUSG00000029586.9	protein_coding
chr5	143235162	143235162	ENSMUST00000077485.10	2502	+	ENSMUSG00000029587.16	protein_coding
chr5	143235173	143235173	ENSMUST00000032591.14	2625	+	ENSMUSG00000029587.16	protein_coding
chr5	143235778	143235778	ENSMUST00000162861.2	182	+	ENSMUSG00000029587.16	protein_coding
chr5	143403837	143403837	ENSMUST00000110731.3	1794	+	ENSMUSG00000079111.3	protein_coding
chr5	143464583	143464583	ENSMUST00000045593.11	2823	+	ENSMUSG00000039206.13	protein_coding
chr5	143548705	143548705	ENSMUST00000067145.11	1315	+	ENSMUSG00000083012.8	protein_coding
chr5	143548705	143548705	ENSMUST00000169329.7	1315	+	ENSMUSG00000083012.8	protein_coding
chr5	143548707	143548707	ENSMUST00000119488.1	1321	+	ENSMUSG00000083012.8	protein_coding
chr5	143548707	143548707	ENSMUST00000200267.1	1321	+	ENSMUSG00000083012.8	protein_coding
chr5	143548745	143548745	ENSMUST00000118121.1	1484	+	ENSMUSG00000083012.8	protein_coding
chr5	143548760	143548760	ENSMUST00000196487.1	1703	+	ENSMUSG00000083012.8	protein_coding
chr5	143549039	143549039	ENSMUST00000198994.1	432	+	ENSMUSG00000083012.8	processed_transcript
chr5	143622446	143622446	ENSMUST00000116456.9	1231	+	ENSMUSG00000018001.18	protein_coding
chr5	143622533	143622533	ENSMUST00000177196.7	1453	+	ENSMUSG00000018001.18	protein_coding
chr5	143634065	143634065	ENSMUST00000131436.7	153	+	ENSMUSG00000018001.18	protein_coding
chr5	143817787	143817787	ENSMUST00000100487.5	11434	+	ENSMUSG00000029613.15	protein_coding
chr5	143909963	143909963	ENSMUST00000148011.7	1800	+	ENSMUSG00000079109.11	protein_coding
chr5	143909963	143909963	ENSMUST00000170083.7	1800	+	ENSMUSG00000079109.11	processed_transcript
chr5	143909989	143909989	ENSMUST00000110707.7	1871	+	ENSMUSG00000079109.11	processed_transcript
chr5	143909989	143909989	ENSMUST00000110710.9	1871	+	ENSMUSG00000079109.11	processed_transcript
chr5	143910003	143910003	ENSMUST00000168085.7	1913	+	ENSMUSG00000079109.11	processed_transcript
chr5	143910160	143910160	ENSMUST00000128153.1	2181	+	ENSMUSG00000079109.11	processed_transcript
chr5	143933034	143933034	ENSMUST00000031618.5	211	+	ENSMUSG00000075569.10	processed_transcript
chr5	144100435	144100435	ENSMUST00000041804.7	2355	+	ENSMUSG00000038970.7	protein_coding
chr5	144190285	144190285	ENSMUST00000060747.7	407	+	ENSMUSG00000052271.7	protein_coding
chr5	144255233	144255233	ENSMUST00000056578.6	1862	+	ENSMUSG00000047843.16	protein_coding
chr5	144768543	144768543	ENSMUST00000128550.7	1419	+	ENSMUSG00000045482.16	protein_coding
chr5	144768793	144768793	ENSMUST00000100467.9	1390	+	ENSMUSG00000045482.16	protein_coding
chr5	145083829	145083829	ENSMUST00000031625.14	2391	+	ENSMUSG00000029621.14	protein_coding
chr5	145083883	145083883	ENSMUST00000134835.3	2570	+	ENSMUSG00000029621.14	processed_transcript
chr5	145114214	145114214	ENSMUST00000085679.12	4608	+	ENSMUSG00000029622.16	protein_coding
chr5	145114257	145114257	ENSMUST00000129033.7	4832	+	ENSMUSG00000029622.16	processed_transcript
chr5	145114311	145114311	ENSMUST00000196111.4	4969	+	ENSMUSG00000029622.16	protein_coding
chr5	145123678	145123678	ENSMUST00000136074.1	140	+	ENSMUSG00000029622.16	protein_coding
chr5	145140361	145140361	ENSMUST00000162594.7	2461	+	ENSMUSG00000038722.17	protein_coding
chr5	145140396	145140396	ENSMUST00000162308.7	2665	+	ENSMUSG00000038722.17	protein_coding
chr5	145140414	145140414	ENSMUST00000160075.1	2740	+	ENSMUSG00000038722.17	protein_coding
chr5	145167212	145167212	ENSMUST00000160629.7	2528	+	ENSMUSG00000029625.16	protein_coding
chr5	145167223	145167223	ENSMUST00000070487.11	2530	+	ENSMUSG00000029625.16	protein_coding
chr5	145167253	145167253	ENSMUST00000162244.7	2557	+	ENSMUSG00000029625.16	protein_coding
chr5	145204561	145204561	ENSMUST00000085671.9	2241	+	ENSMUSG00000055991.15	protein_coding
chr5	145204667	145204667	ENSMUST00000031601.7	2358	+	ENSMUSG00000055991.15	protein_coding
chr5	145208567	145208567	ENSMUST00000160162.1	1025	+	ENSMUSG00000055991.15	processed_transcript
chr5	145231714	145231714	ENSMUST00000200039.4	7506	+	ENSMUSG00000007812.16	protein_coding
chr5	145231722	145231722	ENSMUST00000167316.7	7604	+	ENSMUSG00000007812.16	protein_coding
chr5	145231728	145231728	ENSMUST00000196069.4	7753	+	ENSMUSG00000007812.16	protein_coding
chr5	145231754	145231754	ENSMUST00000199322.4	7795	+	ENSMUSG00000007812.16	protein_coding
chr5	145231755	145231755	ENSMUST00000199003.4	7803	+	ENSMUSG00000007812.16	protein_coding
chr5	145231756	145231756	ENSMUST00000085661.8	7804	+	ENSMUSG00000007812.16	protein_coding
chr5	145280499	145280499	ENSMUST00000200246.1	8998	+	ENSMUSG00000070420.4	protein_coding
chr5	146231249	146231249	ENSMUST00000161181.7	8278	+	ENSMUSG00000029635.15	protein_coding
chr5	146231287	146231287	ENSMUST00000031640.14	8363	+	ENSMUSG00000029635.15	protein_coding
chr5	146231384	146231384	ENSMUST00000159467.1	8629	+	ENSMUSG00000029635.15	protein_coding
chr5	146833194	146833194	ENSMUST00000075453.8	5283	+	ENSMUSG00000041453.12	protein_coding
chr5	146833201	146833201	ENSMUST00000099272.2	5344	+	ENSMUSG00000041453.12	protein_coding
chr5	146845070	146845070	ENSMUST00000031646.7	223	+	ENSMUSG00000029641.8	protein_coding
chr5	146948656	146948656	ENSMUST00000146511.7	1641	+	ENSMUSG00000016503.17	protein_coding
chr5	146948704	146948704	ENSMUST00000132102.1	2020	+	ENSMUSG00000016503.17	protein_coding
chr5	146948780	146948780	ENSMUST00000233741.1	2260	+	ENSMUSG00000016503.17	protein_coding
chr5	147077049	147077049	ENSMUST00000050970.3	265	+	ENSMUSG00000029642.11	protein_coding
chr5	147077345	147077345	ENSMUST00000110557.4	140	+	ENSMUSG00000029642.11	protein_coding
chr5	147105365	147105365	ENSMUST00000196288.1	149	+	ENSMUSG00000029642.11	processed_transcript
chr5	147430895	147430895	ENSMUST00000202884.3	591	+	ENSMUSG00000029647.15	processed_transcript
chr5	147450739	147450739	ENSMUST00000200885.3	133	+	ENSMUSG00000029647.15	protein_coding
chr5	147539276	147539276	ENSMUST00000176553.1	196	+	ENSMUSG00000029647.15	protein_coding
chr5	147860627	147860627	ENSMUST00000201376.3	7628	+	ENSMUSG00000029649.10	protein_coding
chr5	147860652	147860652	ENSMUST00000201120.1	7743	+	ENSMUSG00000029649.10	protein_coding
chr5	149184559	149184559	ENSMUST00000050472.15	1363	+	ENSMUSG00000041264.16	protein_coding
chr5	149184662	149184662	ENSMUST00000122160.7	7647	+	ENSMUSG00000041264.16	protein_coding
chr5	149184665	149184665	ENSMUST00000100410.9	7681	+	ENSMUSG00000041264.16	protein_coding
chr5	149184666	149184666	ENSMUST00000119685.7	7710	+	ENSMUSG00000041264.16	protein_coding
chr5	149184677	149184677	ENSMUST00000139474.7	7835	+	ENSMUSG00000041264.16	protein_coding
chr5	149184715	149184715	ENSMUST00000117878.7	8002	+	ENSMUSG00000041264.16	protein_coding
chr5	149184780	149184780	ENSMUST00000149896.1	8004	+	ENSMUSG00000041264.16	processed_transcript
chr5	149264766	149264766	ENSMUST00000071130.4	293	+	ENSMUSG00000060063.9	protein_coding
chr5	149265346	149265346	ENSMUST00000200806.3	184	+	ENSMUSG00000060063.9	protein_coding
chr5	149678229	149678229	ENSMUST00000100404.5	3336	+	ENSMUSG00000051950.10	protein_coding
chr5	150118644	150118644	ENSMUST00000200960.3	4614	+	ENSMUSG00000056602.11	protein_coding
chr5	150118666	150118666	ENSMUST00000202530.3	4629	+	ENSMUSG00000056602.11	protein_coding
chr5	150522631	150522631	ENSMUST00000202003.3	5874	+	ENSMUSG00000041147.10	protein_coding
chr5	150522643	150522643	ENSMUST00000202313.1	5985	+	ENSMUSG00000041147.10	protein_coding
chr5	150522689	150522689	ENSMUST00000202192.1	6232	+	ENSMUSG00000041147.10	processed_transcript
chr5	150673738	150673738	ENSMUST00000016569.10	592	+	ENSMUSG00000034021.15	protein_coding
chr6	3498381	3498381	ENSMUST00000001412.16	461	+	ENSMUSG00000001376.17	protein_coding
chr6	3498403	3498403	ENSMUST00000170873.9	475	+	ENSMUSG00000001376.17	protein_coding
chr6	3498421	3498421	ENSMUST00000164052.4	499	+	ENSMUSG00000001376.17	protein_coding
chr6	4600838	4600838	ENSMUST00000015333.11	1349	+	ENSMUSG00000015189.12	protein_coding
chr6	4601202	4601202	ENSMUST00000141359.1	692	+	ENSMUSG00000015189.12	protein_coding
chr6	6956003	6956003	ENSMUST00000040826.5	1362	+	ENSMUSG00000042505.6	protein_coding
chr6	6956006	6956006	ENSMUST00000123848.1	1408	+	ENSMUSG00000042505.6	processed_transcript
chr6	7844841	7844841	ENSMUST00000040159.5	1841	+	ENSMUSG00000042460.5	protein_coding
chr6	8209221	8209221	ENSMUST00000040017.7	1393	+	ENSMUSG00000042447.13	protein_coding
chr6	8259287	8259287	ENSMUST00000159335.7	805	+	ENSMUSG00000089862.8	protein_coding
chr6	8259349	8259349	ENSMUST00000159378.7	1379	+	ENSMUSG00000089862.8	protein_coding
chr6	8259381	8259381	ENSMUST00000162034.7	1512	+	ENSMUSG00000089862.8	protein_coding
chr6	8259427	8259427	ENSMUST00000160705.7	1531	+	ENSMUSG00000089862.8	protein_coding
chr6	8259429	8259429	ENSMUST00000159433.7	1532	+	ENSMUSG00000089862.8	protein_coding
chr6	8259443	8259443	ENSMUST00000161400.1	1536	+	ENSMUSG00000089862.8	processed_transcript
chr6	8509599	8509599	ENSMUST00000064285.14	3136	+	ENSMUSG00000029638.17	protein_coding
chr6	8511226	8511226	ENSMUST00000162383.7	238	+	ENSMUSG00000029638.17	protein_coding
chr6	11907808	11907808	ENSMUST00000155037.3	2731	+	ENSMUSG00000029629.17	protein_coding
chr6	11925880	11925880	ENSMUST00000115510.7	2930	+	ENSMUSG00000029629.17	protein_coding
chr6	11925914	11925914	ENSMUST00000090632.10	3067	+	ENSMUSG00000029629.17	protein_coding
chr6	13069815	13069815	ENSMUST00000142211.7	1391	+	ENSMUSG00000029571.14	protein_coding
chr6	13069838	13069838	ENSMUST00000031556.13	1419	+	ENSMUSG00000029571.14	protein_coding
chr6	13069853	13069853	ENSMUST00000142798.1	1433	+	ENSMUSG00000029571.14	processed_transcript
chr6	17636982	17636982	ENSMUST00000015877.13	5320	+	ENSMUSG00000015733.13	protein_coding
chr6	17693993	17693993	ENSMUST00000115419.7	3575	+	ENSMUSG00000029534.17	protein_coding
chr6	17694031	17694031	ENSMUST00000052113.11	3800	+	ENSMUSG00000029534.17	protein_coding
chr6	17694031	17694031	ENSMUST00000081635.12	3800	+	ENSMUSG00000029534.17	protein_coding
chr6	17743591	17743591	ENSMUST00000000674.12	906	+	ENSMUSG00000029534.17	protein_coding
chr6	17743591	17743591	ENSMUST00000077080.8	906	+	ENSMUSG00000029534.17	protein_coding
chr6	17749169	17749169	ENSMUST00000053148.13	3056	+	ENSMUSG00000029534.17	protein_coding
chr6	17749169	17749169	ENSMUST00000138726.7	3056	+	ENSMUSG00000029534.17	processed_transcript
chr6	17749215	17749215	ENSMUST00000115417.3	2789	+	ENSMUSG00000029534.17	protein_coding
chr6	18848578	18848578	ENSMUST00000056398.10	3882	+	ENSMUSG00000044155.11	protein_coding
chr6	18848667	18848667	ENSMUST00000201141.2	6752	+	ENSMUSG00000044155.11	protein_coding
chr6	21949570	21949570	ENSMUST00000031680.9	1804	+	ENSMUSG00000029670.12	protein_coding
chr6	21950019	21950019	ENSMUST00000149728.6	824	+	ENSMUSG00000029670.12	protein_coding
chr6	28423559	28423559	ENSMUST00000020717.11	758	+	ENSMUSG00000020440.13	protein_coding
chr6	28427788	28427788	ENSMUST00000031719.6	321	+	ENSMUSG00000029707.6	protein_coding
chr6	28480347	28480347	ENSMUST00000001460.13	1916	+	ENSMUSG00000001424.14	protein_coding
chr6	28480358	28480358	ENSMUST00000167201.1	1955	+	ENSMUSG00000001424.14	protein_coding
chr6	28704908	28704908	ENSMUST00000163772.1	581	+	ENSMUSG00000001424.14	processed_transcript
chr6	28705719	28705719	ENSMUST00000169321.1	176	+	ENSMUSG00000001424.14	processed_transcript
chr6	29272625	29272625	ENSMUST00000054445.8	1167	+	ENSMUSG00000043421.8	protein_coding
chr6	29348105	29348105	ENSMUST00000031779.16	4417	+	ENSMUSG00000029767.16	protein_coding
chr6	29348118	29348118	ENSMUST00000090481.13	4554	+	ENSMUSG00000029767.16	protein_coding
chr6	29372552	29372552	ENSMUST00000172607.1	126	+	ENSMUSG00000029767.16	protein_coding
chr6	29467717	29467717	ENSMUST00000004396.12	3784	+	ENSMUSG00000004285.12	protein_coding
chr6	29468067	29468067	ENSMUST00000143101.3	2680	+	ENSMUSG00000004285.12	protein_coding
chr6	29526624	29526624	ENSMUST00000004392.11	2272	+	ENSMUSG00000029771.12	protein_coding
chr6	29526707	29526707	ENSMUST00000167252.4	2625	+	ENSMUSG00000029771.12	protein_coding
chr6	29529281	29529281	ENSMUST00000163511.6	1549	+	ENSMUSG00000029771.12	protein_coding
chr6	29694221	29694221	ENSMUST00000046750.13	5106	+	ENSMUSG00000001763.14	protein_coding
chr6	29694233	29694233	ENSMUST00000115250.3	5213	+	ENSMUSG00000001763.14	protein_coding
chr6	29735693	29735693	ENSMUST00000001812.4	4550	+	ENSMUSG00000001761.7	protein_coding
chr6	29768491	29768491	ENSMUST00000115242.8	5043	+	ENSMUSG00000029772.17	protein_coding
chr6	29917011	29917011	ENSMUST00000151738.3	3834	+	ENSMUSG00000039629.14	protein_coding
chr6	29917012	29917012	ENSMUST00000046028.11	3835	+	ENSMUSG00000039629.14	protein_coding
chr6	29917012	29917012	ENSMUST00000115224.7	3835	+	ENSMUSG00000039629.14	protein_coding
chr6	30047987	30047987	ENSMUST00000115212.7	3945	+	ENSMUSG00000058440.14	protein_coding
chr6	30047990	30047990	ENSMUST00000123194.7	3948	+	ENSMUSG00000058440.14	protein_coding
chr6	30048001	30048001	ENSMUST00000115211.7	3947	+	ENSMUSG00000058440.14	protein_coding
chr6	30048030	30048030	ENSMUST00000115206.7	4483	+	ENSMUSG00000058440.14	protein_coding
chr6	30048071	30048071	ENSMUST00000115200.7	4763	+	ENSMUSG00000058440.14	protein_coding
chr6	30048071	30048071	ENSMUST00000115204.7	4763	+	ENSMUSG00000058440.14	protein_coding
chr6	30048150	30048150	ENSMUST00000148990.7	4917	+	ENSMUSG00000058440.14	protein_coding
chr6	30401867	30401867	ENSMUST00000068240.12	1967	+	ENSMUSG00000029775.14	protein_coding
chr6	30401895	30401895	ENSMUST00000068259.9	2039	+	ENSMUSG00000029775.14	protein_coding
chr6	30509848	30509848	ENSMUST00000031797.10	469	+	ENSMUSG00000029784.13	protein_coding
chr6	31398734	31398734	ENSMUST00000026699.14	3062	+	ENSMUSG00000025609.15	protein_coding
chr6	31398858	31398858	ENSMUST00000154954.7	4461	+	ENSMUSG00000025609.15	processed_transcript
chr6	33249084	33249084	ENSMUST00000052266.14	1561	+	ENSMUSG00000029763.17	protein_coding
chr6	33249127	33249127	ENSMUST00000090381.10	1698	+	ENSMUSG00000029763.17	protein_coding
chr6	33249127	33249127	ENSMUST00000132842.7	1698	+	ENSMUSG00000029763.17	processed_transcript
chr6	33249131	33249131	ENSMUST00000115080.1	1701	+	ENSMUSG00000029763.17	protein_coding
chr6	33249135	33249135	ENSMUST00000139132.1	1706	+	ENSMUSG00000029763.17	processed_transcript
